antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER THYME'}),0.013342228,0.017344897,0.013342228,1,57.65384615,0.013110809,inf
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})","frozenset({'HERB MARKER MINT', 'HERB MARKER BASIL'})",0.013342228,0.017344897,0.013342228,1,57.65384615,0.013110809,inf
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER MINT', 'HERB MARKER BASIL'})",0.013342228,0.017344897,0.013342228,1,57.65384615,0.013110809,inf
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER THYME'}),0.012675117,0.017344897,0.012675117,1,57.65384615,0.012455268,inf
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER THYME'}),0.012675117,0.017344897,0.012675117,1,57.65384615,0.012455268,inf
"frozenset({'HERB MARKER BASIL', 'HERB MARKER PARSLEY', 'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER THYME'}),0.012675117,0.017344897,0.012675117,1,57.65384615,0.012455268,inf
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})","frozenset({'HERB MARKER MINT', 'HERB MARKER BASIL'})",0.012675117,0.017344897,0.012675117,1,57.65384615,0.012455268,inf
frozenset({'REGENCY TEA PLATE GREEN'}),frozenset({'REGENCY TEA PLATE PINK'}),0.017344897,0.015343562,0.015343562,0.884615385,57.65384615,0.01507743,8.533689126
frozenset({'REGENCY TEA PLATE GREEN'}),"frozenset({'REGENCY TEA PLATE PINK', 'REGENCY TEA PLATE ROSES'})",0.017344897,0.01400934,0.01400934,0.807692308,57.65384615,0.013766349,5.127151434
"frozenset({'HERB MARKER MINT', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})",0.017344897,0.01400934,0.01400934,0.807692308,57.65384615,0.013766349,5.127151434
"frozenset({'HERB MARKER MINT', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER THYME'})",0.017344897,0.01400934,0.01400934,0.807692308,57.65384615,0.013766349,5.127151434
frozenset({'HERB MARKER THYME'}),"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",0.017344897,0.013342228,0.013342228,0.769230769,57.65384615,0.013110809,4.275517011
"frozenset({'HERB MARKER MINT', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",0.017344897,0.013342228,0.013342228,0.769230769,57.65384615,0.013110809,4.275517011
frozenset({'HERB MARKER THYME'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",0.017344897,0.013342228,0.013342228,0.769230769,57.65384615,0.013110809,4.275517011
"frozenset({'HERB MARKER MINT', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",0.017344897,0.013342228,0.013342228,0.769230769,57.65384615,0.013110809,4.275517011
frozenset({'HERB MARKER THYME'}),"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",0.017344897,0.012675117,0.012675117,0.730769231,57.65384615,0.012455268,3.667206709
"frozenset({'HERB MARKER MINT', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",0.017344897,0.012675117,0.012675117,0.730769231,57.65384615,0.012455268,3.667206709
frozenset({'HERB MARKER THYME'}),"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",0.017344897,0.012675117,0.012675117,0.730769231,57.65384615,0.012455268,3.667206709
frozenset({'HERB MARKER THYME'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",0.017344897,0.012675117,0.012675117,0.730769231,57.65384615,0.012455268,3.667206709
"frozenset({'HERB MARKER MINT', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",0.017344897,0.012675117,0.012675117,0.730769231,57.65384615,0.012455268,3.667206709
frozenset({'HERB MARKER THYME'}),"frozenset({'HERB MARKER BASIL', 'HERB MARKER PARSLEY', 'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})",0.017344897,0.012675117,0.012675117,0.730769231,57.65384615,0.012455268,3.667206709
"frozenset({'REGENCY MILK JUG PINK', 'REGENCY TEAPOT ROSES'})",frozenset({'REGENCY SUGAR BOWL GREEN'}),0.014676451,0.016677785,0.01400934,0.954545455,57.23454545,0.013764569,21.63308873
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY'})",0.014676451,0.016677785,0.01400934,0.954545455,57.23454545,0.013764569,21.63308873
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY'})",0.014676451,0.016677785,0.01400934,0.954545455,57.23454545,0.013764569,21.63308873
frozenset({'REGENCY SUGAR BOWL GREEN'}),"frozenset({'REGENCY MILK JUG PINK', 'REGENCY TEAPOT ROSES'})",0.016677785,0.014676451,0.01400934,0.84,57.23454545,0.013764569,6.158272181
"frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER BASIL'})",0.016677785,0.014676451,0.01400934,0.84,57.23454545,0.013764569,6.158272181
"frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",0.016677785,0.014676451,0.01400934,0.84,57.23454545,0.013764569,6.158272181
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})","frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.01400934,0.016677785,0.013342228,0.952380952,57.1047619,0.013108583,20.64976651
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.01400934,0.016677785,0.013342228,0.952380952,57.1047619,0.013108583,20.64976651
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER THYME'})","frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY'})",0.01400934,0.016677785,0.013342228,0.952380952,57.1047619,0.013108583,20.64976651
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})","frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.01400934,0.016677785,0.013342228,0.952380952,57.1047619,0.013108583,20.64976651
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER THYME', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY'})",0.01400934,0.016677785,0.013342228,0.952380952,57.1047619,0.013108583,20.64976651
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.01400934,0.016677785,0.013342228,0.952380952,57.1047619,0.013108583,20.64976651
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER THYME'})","frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",0.01400934,0.016677785,0.013342228,0.952380952,57.1047619,0.013108583,20.64976651
"frozenset({'HERB MARKER THYME', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY'})",0.01400934,0.016677785,0.013342228,0.952380952,57.1047619,0.013108583,20.64976651
"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.01400934,0.016677785,0.013342228,0.952380952,57.1047619,0.013108583,20.64976651
"frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})",0.016677785,0.01400934,0.013342228,0.8,57.1047619,0.013108583,4.929953302
"frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})",0.016677785,0.01400934,0.013342228,0.8,57.1047619,0.013108583,4.929953302
"frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER THYME'})",0.016677785,0.01400934,0.013342228,0.8,57.1047619,0.013108583,4.929953302
"frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})",0.016677785,0.01400934,0.013342228,0.8,57.1047619,0.013108583,4.929953302
"frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER THYME'})",0.016677785,0.01400934,0.013342228,0.8,57.1047619,0.013108583,4.929953302
"frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})",0.016677785,0.01400934,0.013342228,0.8,57.1047619,0.013108583,4.929953302
"frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.016677785,0.01400934,0.013342228,0.8,57.1047619,0.013108583,4.929953302
"frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",0.016677785,0.01400934,0.013342228,0.8,57.1047619,0.013108583,4.929953302
"frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER THYME', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",0.016677785,0.01400934,0.013342228,0.8,57.1047619,0.013108583,4.929953302
frozenset({'HERB MARKER CHIVES'}),frozenset({'HERB MARKER PARSLEY'}),0.015343562,0.016010674,0.01400934,0.913043478,57.02717391,0.013763679,11.31587725
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES'})",frozenset({'HERB MARKER PARSLEY'}),0.015343562,0.016010674,0.01400934,0.913043478,57.02717391,0.013763679,11.31587725
frozenset({'HERB MARKER CHIVES'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})",0.015343562,0.016010674,0.01400934,0.913043478,57.02717391,0.013763679,11.31587725
frozenset({'HERB MARKER CHIVES'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.015343562,0.016010674,0.01400934,0.913043478,57.02717391,0.013763679,11.31587725
frozenset({'HERB MARKER PARSLEY'}),frozenset({'HERB MARKER CHIVES'}),0.016010674,0.015343562,0.01400934,0.875,57.02717391,0.013763679,7.877251501
frozenset({'HERB MARKER PARSLEY'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES'})",0.016010674,0.015343562,0.01400934,0.875,57.02717391,0.013763679,7.877251501
"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})",frozenset({'HERB MARKER CHIVES'}),0.016010674,0.015343562,0.01400934,0.875,57.02717391,0.013763679,7.877251501
"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER CHIVES'}),0.016010674,0.015343562,0.01400934,0.875,57.02717391,0.013763679,7.877251501
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY'})",0.013342228,0.016677785,0.012675117,0.95,56.962,0.012452598,19.6664443
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",0.013342228,0.016677785,0.012675117,0.95,56.962,0.012452598,19.6664443
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})","frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY'})",0.013342228,0.016677785,0.012675117,0.95,56.962,0.012452598,19.6664443
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",0.013342228,0.016677785,0.012675117,0.95,56.962,0.012452598,19.6664443
"frozenset({'HERB MARKER THYME', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY'})",0.013342228,0.016677785,0.012675117,0.95,56.962,0.012452598,19.6664443
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})","frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",0.013342228,0.016677785,0.012675117,0.95,56.962,0.012452598,19.6664443
"frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",0.016677785,0.013342228,0.012675117,0.76,56.962,0.012452598,4.111074049
"frozenset({'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",0.016677785,0.013342228,0.012675117,0.76,56.962,0.012452598,4.111074049
"frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",0.016677785,0.013342228,0.012675117,0.76,56.962,0.012452598,4.111074049
"frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",0.016677785,0.013342228,0.012675117,0.76,56.962,0.012452598,4.111074049
"frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER THYME', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",0.016677785,0.013342228,0.012675117,0.76,56.962,0.012452598,4.111074049
"frozenset({'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",0.016677785,0.013342228,0.012675117,0.76,56.962,0.012452598,4.111074049
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER PARSLEY'}),0.014676451,0.016010674,0.013342228,0.909090909,56.78030303,0.013107248,10.82388259
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER PARSLEY'}),0.014676451,0.016010674,0.013342228,0.909090909,56.78030303,0.013107248,10.82388259
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})",0.014676451,0.016010674,0.013342228,0.909090909,56.78030303,0.013107248,10.82388259
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.014676451,0.016010674,0.013342228,0.909090909,56.78030303,0.013107248,10.82388259
frozenset({'HERB MARKER PARSLEY'}),"frozenset({'HERB MARKER CHIVES', 'HERB MARKER BASIL'})",0.016010674,0.014676451,0.013342228,0.833333333,56.78030303,0.013107248,5.911941294
frozenset({'HERB MARKER PARSLEY'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER BASIL'})",0.016010674,0.014676451,0.013342228,0.833333333,56.78030303,0.013107248,5.911941294
"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})","frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",0.016010674,0.014676451,0.013342228,0.833333333,56.78030303,0.013107248,5.911941294
"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",0.016010674,0.014676451,0.013342228,0.833333333,56.78030303,0.013107248,5.911941294
"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER CHIVES'}),0.015343562,0.015343562,0.013342228,0.869565217,56.67296786,0.013106803,7.549032688
frozenset({'HERB MARKER CHIVES'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",0.015343562,0.015343562,0.013342228,0.869565217,56.67296786,0.013106803,7.549032688
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER CHIVES'}),0.015343562,0.015343562,0.013342228,0.869565217,56.67296786,0.013106803,7.549032688
frozenset({'HERB MARKER CHIVES'}),"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.015343562,0.015343562,0.013342228,0.869565217,56.67296786,0.013106803,7.549032688
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER PARSLEY'}),0.01400934,0.016010674,0.012675117,0.904761905,56.50992063,0.012450818,10.33188793
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER PARSLEY'}),0.01400934,0.016010674,0.012675117,0.904761905,56.50992063,0.012450818,10.33188793
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER PARSLEY'}),0.01400934,0.016010674,0.012675117,0.904761905,56.50992063,0.012450818,10.33188793
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER PARSLEY'}),0.01400934,0.016010674,0.012675117,0.904761905,56.50992063,0.012450818,10.33188793
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})","frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.01400934,0.016010674,0.012675117,0.904761905,56.50992063,0.012450818,10.33188793
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})","frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.01400934,0.016010674,0.012675117,0.904761905,56.50992063,0.012450818,10.33188793
frozenset({'HERB MARKER PARSLEY'}),"frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})",0.016010674,0.01400934,0.012675117,0.791666667,56.50992063,0.012450818,4.73275517
frozenset({'HERB MARKER PARSLEY'}),"frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",0.016010674,0.01400934,0.012675117,0.791666667,56.50992063,0.012450818,4.73275517
frozenset({'HERB MARKER PARSLEY'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})",0.016010674,0.01400934,0.012675117,0.791666667,56.50992063,0.012450818,4.73275517
frozenset({'HERB MARKER PARSLEY'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",0.016010674,0.01400934,0.012675117,0.791666667,56.50992063,0.012450818,4.73275517
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER THYME', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})",0.016010674,0.01400934,0.012675117,0.791666667,56.50992063,0.012450818,4.73275517
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER THYME', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})",0.016010674,0.01400934,0.012675117,0.791666667,56.50992063,0.012450818,4.73275517
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER CHIVES'}),0.014676451,0.015343562,0.012675117,0.863636364,56.28656126,0.012449928,7.220813876
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES'})",0.014676451,0.015343562,0.012675117,0.863636364,56.28656126,0.012449928,7.220813876
frozenset({'HERB MARKER CHIVES'}),"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",0.015343562,0.014676451,0.012675117,0.826086957,56.28656126,0.012449928,5.665610407
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES'})","frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",0.015343562,0.014676451,0.012675117,0.826086957,56.28656126,0.012449928,5.665610407
"frozenset({'SET/10 RED POLKADOT PARTY CANDLES', 'SET/10 PINK POLKADOT PARTY CANDLES'})",frozenset({'SET/10 BLUE POLKADOT PARTY CANDLES'}),0.01400934,0.015343562,0.012008005,0.857142857,55.86335404,0.011793052,6.892595063
frozenset({'SET/10 BLUE POLKADOT PARTY CANDLES'}),"frozenset({'SET/10 RED POLKADOT PARTY CANDLES', 'SET/10 PINK POLKADOT PARTY CANDLES'})",0.015343562,0.01400934,0.012008005,0.782608696,55.86335404,0.011793052,4.535557038
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER BASIL'}),0.01400934,0.018012008,0.01400934,1,55.51851852,0.013757003,inf
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER THYME'})",frozenset({'HERB MARKER BASIL'}),0.01400934,0.018012008,0.01400934,1,55.51851852,0.013757003,inf
"frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER BASIL'}),0.016677785,0.018012008,0.016677785,1,55.51851852,0.016377385,inf
"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})",frozenset({'HERB MARKER BASIL'}),0.016010674,0.018012008,0.016010674,1,55.51851852,0.015722289,inf
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER BASIL'}),0.01400934,0.018012008,0.01400934,1,55.51851852,0.013757003,inf
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER THYME'})",frozenset({'HERB MARKER BASIL'}),0.01400934,0.018012008,0.01400934,1,55.51851852,0.013757003,inf
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER BASIL'}),0.012675117,0.018012008,0.012675117,1,55.51851852,0.012446812,inf
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",frozenset({'HERB MARKER BASIL'}),0.013342228,0.018012008,0.013342228,1,55.51851852,0.013101908,inf
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER BASIL'}),0.013342228,0.018012008,0.013342228,1,55.51851852,0.013101908,inf
"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER BASIL'}),0.01400934,0.018012008,0.01400934,1,55.51851852,0.013757003,inf
"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",frozenset({'HERB MARKER BASIL'}),0.01400934,0.018012008,0.01400934,1,55.51851852,0.013757003,inf
"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER BASIL'}),0.015343562,0.018012008,0.015343562,1,55.51851852,0.015067194,inf
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER BASIL'}),0.012675117,0.018012008,0.012675117,1,55.51851852,0.012446812,inf
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",frozenset({'HERB MARKER BASIL'}),0.013342228,0.018012008,0.013342228,1,55.51851852,0.013101908,inf
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER BASIL'}),0.013342228,0.018012008,0.013342228,1,55.51851852,0.013101908,inf
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",frozenset({'HERB MARKER BASIL'}),0.012675117,0.018012008,0.012675117,1,55.51851852,0.012446812,inf
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",frozenset({'HERB MARKER BASIL'}),0.013342228,0.018012008,0.013342228,1,55.51851852,0.013101908,inf
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER BASIL'}),0.012675117,0.018012008,0.012675117,1,55.51851852,0.012446812,inf
frozenset({'HERB MARKER BASIL'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY'})",0.018012008,0.016677785,0.016677785,0.925925926,55.51851852,0.016377385,13.2748499
frozenset({'HERB MARKER BASIL'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})",0.018012008,0.016010674,0.016010674,0.888888889,55.51851852,0.015722289,8.855903936
frozenset({'HERB MARKER BASIL'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",0.018012008,0.015343562,0.015343562,0.851851852,55.51851852,0.015067194,6.646430954
frozenset({'HERB MARKER BASIL'}),"frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})",0.018012008,0.01400934,0.01400934,0.777777778,55.51851852,0.013757003,4.436957972
frozenset({'HERB MARKER BASIL'}),"frozenset({'HERB MARKER CHIVES', 'HERB MARKER THYME'})",0.018012008,0.01400934,0.01400934,0.777777778,55.51851852,0.013757003,4.436957972
