,CustomerID,Monetory,Frequency,Recency,RecencyCluster,FrequencyCluster,MonetoryCluster,RFMCombined
1185,14345.0,108.97999999999999,1,28,4,1,1,411
1186,14346.0,759.1400000000001,1,110,2,1,1,211
1187,14349.0,133.50000000000006,1,0,4,1,1,411
1188,14351.0,51.0,1,154,1,1,1,111
1189,14352.0,233.64000000000001,2,147,1,1,1,111
1190,14354.0,87.78,1,20,4,1,1,411
1191,14356.0,666.9399999999998,4,50,3,2,1,321
1192,14357.0,225.77000000000012,1,33,3,1,1,311
1193,14359.0,882.5799999999999,6,9,4,3,2,432
1194,14360.0,2128.2299999999996,4,21,4,2,3,423
1195,14362.0,161.20000000000002,1,12,4,1,1,411
1196,14364.0,2600.15,6,98,2,3,3,233
1197,14367.0,5788.929999999999,10,11,4,4,4,444
1198,14375.0,257.67999999999995,1,175,1,1,1,111
1199,14377.0,302.45,1,181,1,1,1,111
1200,14379.0,237.11999999999998,1,34,3,1,1,311
1201,14381.0,202.6800000000001,1,42,3,1,1,311
1202,14382.0,626.07,1,16,4,1,1,411
1203,14383.0,1247.69,3,28,4,2,2,422
1204,14385.0,202.10999999999999,3,-1,4,2,1,421
1205,14387.0,1770.56,3,22,4,2,2,422
1206,14388.0,2039.6499999999999,5,0,4,3,3,433
1207,14389.0,1037.66,3,55,3,2,2,322
1208,14390.0,3562.3399999999997,9,0,4,4,3,443
1209,14395.0,1296.93,5,35,3,3,2,332
1210,14396.0,377.63999999999993,1,55,3,1,1,311
1212,14400.0,559.7,2,131,1,1,1,111
1213,14401.0,3134.0800000000004,11,19,4,4,3,443
1214,14403.0,499.79999999999995,2,120,2,1,1,211
1215,14404.0,750.74,3,23,4,2,1,421
1216,14406.0,156.75,1,109,2,1,1,211
1217,14407.0,1138.1,5,97,2,3,2,232
1218,14408.0,1900.8899999999999,5,0,4,3,3,433
1219,14409.0,1393.3500000000001,3,61,3,2,2,322
1221,14412.0,761.33,3,25,4,2,1,421
1222,14414.0,1267.93,7,81,2,3,2,232
1223,14415.0,2346.4100000000003,10,9,4,4,3,443
1224,14416.0,490.22,2,12,4,1,1,411
1225,14418.0,1039.9,2,15,4,1,2,412
1226,14419.0,750.5,4,0,4,2,1,421
1227,14420.0,385.87,2,75,2,1,1,211
1228,14421.0,357.92999999999995,1,47,3,1,1,311
1229,14422.0,3480.320000000001,4,7,4,2,3,423
1230,14424.0,322.08,1,7,4,1,1,411
1231,14426.0,2447.5699999999993,10,8,4,4,3,443
1232,14427.0,363.34000000000003,2,40,3,1,1,311
1233,14428.0,701.9,3,26,4,2,1,421
1234,14432.0,2255.5099999999998,6,-1,4,3,3,433
1235,14434.0,1372.8,6,11,4,3,2,432
1236,14436.0,89.06,1,88,2,1,1,211
1238,14440.0,554.72,2,32,3,1,1,311
1239,14441.0,978.6999999999998,5,11,4,3,2,432
1240,14443.0,811.8,2,43,3,1,2,312
1241,14446.0,539.4499999999999,2,18,4,1,1,411
1242,14447.0,562.1999999999999,3,8,4,2,1,421
1243,14448.0,273.0,1,-1,4,1,1,411
1244,14449.0,505.7999999999999,2,8,4,1,1,411
1245,14450.0,213.79999999999998,1,170,1,1,1,111
1246,14451.0,302.59,1,50,3,1,1,311
1247,14452.0,264.44000000000005,2,0,4,1,1,411
1248,14453.0,119.93000000000002,1,180,1,1,1,111
1249,14456.0,2665.92,12,12,4,4,3,443
1251,14460.0,404.34,2,100,2,1,1,211
1252,14461.0,1326.83,2,138,1,1,2,112
1253,14462.0,1043.8700000000001,6,53,3,3,2,332
1254,14463.0,413.7,2,88,2,1,1,211
1255,14466.0,1236.75,4,19,4,2,2,422
1256,14467.0,467.06,3,7,4,2,1,421
1257,14470.0,163.54999999999998,1,1,4,1,1,411
1258,14472.0,608.6600000000001,4,93,2,2,1,221
1259,14473.0,149.34000000000003,1,64,3,1,1,311
1260,14474.0,537.71,2,33,3,1,1,311
1261,14475.0,514.8199999999999,4,61,3,2,1,321
1262,14477.0,1142.81,4,9,4,2,2,422
1263,14480.0,279.05,1,1,4,1,1,411
1264,14481.0,333.65000000000003,1,154,1,1,1,111
1265,14482.0,1830.0499999999997,5,8,4,3,2,432
1267,14484.0,321.91999999999996,1,40,3,1,1,311
1268,14485.0,165.75000000000003,1,28,4,1,1,411
1269,14487.0,1071.23,5,16,4,3,2,432
1270,14488.0,1047.4300000000003,2,41,3,1,2,312
1271,14491.0,213.73000000000002,1,165,1,1,1,111
1272,14493.0,1847.14,6,6,4,3,2,432
1273,14494.0,139.56,1,15,4,1,1,411
1274,14495.0,123.8,2,40,3,1,1,311
1275,14498.0,1791.1000000000004,4,32,3,2,2,322
1276,14499.0,689.3,2,16,4,1,1,411
1277,14500.0,356.85,3,78,2,2,1,221
1278,14501.0,123.38000000000001,2,54,3,1,1,311
1279,14502.0,1379.0399999999993,6,9,4,3,2,432
1280,14503.0,2772.3900000000003,4,0,4,2,3,423
1281,14504.0,130.55,1,37,3,1,1,311
1282,14505.0,2671.38,4,7,4,2,3,423
1283,14506.0,1445.31,3,7,4,2,2,422
1284,14507.0,767.8700000000001,3,13,4,2,1,421
1285,14508.0,276.41999999999996,2,12,4,1,1,411
1286,14511.0,1267.4099999999999,6,1,4,3,2,432
1287,14512.0,148.95999999999998,1,177,1,1,1,111
1288,14513.0,138.24,1,90,2,1,1,211
1289,14514.0,652.24,1,51,3,1,1,311
1290,14515.0,1676.6900000000003,5,7,4,3,2,432
1291,14517.0,330.45000000000005,2,23,4,1,1,411
1292,14518.0,174.37,1,54,3,1,1,311
1293,14522.0,695.91,3,14,4,2,1,421
1294,14523.0,241.09000000000003,1,98,2,1,1,211
1295,14524.0,1090.1,5,21,4,3,2,432
1296,14525.0,3031.4500000000003,7,9,4,3,3,433
1298,14528.0,364.22,1,27,4,1,1,411
1299,14529.0,620.04,3,50,3,2,1,321
1300,14530.0,1778.9999999999995,4,15,4,2,2,422
1301,14533.0,1379.12,8,14,4,4,2,442
1303,14535.0,1987.1199999999994,3,49,3,2,3,323
1304,14537.0,355.5600000000001,1,47,3,1,1,311
1305,14538.0,281.74999999999994,1,54,3,1,1,311
1306,14539.0,537.48,2,5,4,1,1,411
1307,14540.0,800.36,2,-1,4,1,2,412
1308,14541.0,447.90000000000003,2,48,3,1,1,311
1309,14542.0,103.25000000000001,1,175,1,1,1,111
1310,14543.0,1268.5300000000002,10,18,4,4,2,442
1311,14544.0,902.5300000000001,1,14,4,1,2,412
1312,14546.0,1144.52,4,30,4,2,2,422
1313,14547.0,3507.2399999999993,7,2,4,3,3,433
1314,14548.0,326.4,1,140,1,1,1,111
1315,14550.0,765.6199999999999,2,0,4,1,1,411
1316,14551.0,60.8,1,8,4,1,1,411
1317,14552.0,165.07000000000005,1,141,1,1,1,111
1318,14553.0,546.95,3,9,4,2,1,421
1319,14554.0,2381.04,4,0,4,2,3,423
1320,14555.0,126.2,1,47,3,1,1,311
1323,14561.0,1080.7599999999998,3,65,3,2,2,322
1325,14565.0,1206.7199999999998,3,85,2,2,2,222
1327,14567.0,1524.46,3,25,4,2,2,422
1328,14572.0,1605.6599999999999,5,30,4,3,2,432
1329,14573.0,274.52000000000004,2,169,1,1,1,111
1330,14577.0,391.6999999999999,2,2,4,1,1,411
1331,14581.0,138.6,1,6,4,1,1,411
1332,14582.0,114.11,1,30,4,1,1,411
1333,14583.0,613.1299999999999,3,134,1,2,1,121
1334,14584.0,554.4599999999999,3,159,1,2,1,121
1335,14585.0,157.05,1,40,3,1,1,311
1336,14587.0,320.81000000000006,2,8,4,1,1,411
1337,14591.0,1196.92,3,5,4,2,2,422
1338,14592.0,570.46,3,25,4,2,1,421
1339,14593.0,278.40000000000003,1,11,4,1,1,411
1340,14595.0,1576.8000000000002,5,9,4,3,2,432
1341,14597.0,883.1500000000002,2,1,4,1,2,412
1342,14598.0,221.97000000000003,1,34,3,1,1,311
1343,14601.0,213.96000000000004,1,0,4,1,1,411
1346,14608.0,1073.6000000000001,2,19,4,1,2,412
1348,14618.0,341.64,2,-1,4,1,1,411
1349,14621.0,1157.1999999999998,4,20,4,2,2,422
1350,14622.0,320.58,1,174,1,1,1,111
1351,14623.0,676.67,5,22,4,3,1,431
1352,14624.0,225.84999999999997,2,47,3,1,1,311
1354,14626.0,2191.62,4,13,4,2,3,423
1355,14628.0,340.38,1,81,2,1,1,211
1356,14629.0,585.0299999999996,2,25,4,1,1,411
1357,14631.0,376.90000000000003,1,40,3,1,1,311
1358,14636.0,309.66,1,26,4,1,1,411
1359,14638.0,443.6,1,40,3,1,1,311
1360,14639.0,1749.36,4,42,3,2,2,322
1361,14640.0,1645.3500000000001,6,5,4,3,2,432
1362,14641.0,110.46,1,11,4,1,1,411
1363,14642.0,96.12,1,48,3,1,1,311
1364,14643.0,335.87,1,160,1,1,1,111
1365,14644.0,592.96,3,-1,4,2,1,421
1366,14645.0,356.99,1,146,1,1,1,111
1368,14649.0,319.08,1,62,3,1,1,311
1369,14651.0,238.28,1,57,3,1,1,311
1370,14652.0,114.18000000000002,1,67,3,1,1,311
1371,14653.0,1199.71,5,-1,4,3,2,432
1372,14655.0,758.76,2,12,4,1,1,411
1373,14656.0,157.94000000000003,1,159,1,1,1,111
1374,14657.0,323.82000000000005,2,7,4,1,1,411
1375,14658.0,123.14,1,107,2,1,1,211
1376,14659.0,1195.5,6,25,4,3,2,432
1377,14660.0,285.74,2,76,2,1,1,211
1378,14661.0,107.95,1,16,4,1,1,411
1379,14662.0,246.31000000000012,1,18,4,1,1,411
1380,14664.0,637.8900000000001,2,9,4,1,1,411
1381,14665.0,544.5200000000002,3,50,3,2,1,321
1382,14666.0,195.24999999999997,1,14,4,1,1,411
1384,14673.0,996.1399999999999,3,-1,4,2,2,422
1385,14675.0,604.7499999999999,1,6,4,1,1,411
1386,14676.0,1399.72,3,21,4,2,2,422
1388,14681.0,105.0,2,61,3,1,1,311
1389,14682.0,31.200000000000003,1,177,1,1,1,111
1390,14684.0,717.0200000000001,3,15,4,2,1,421
1391,14687.0,628.3799999999999,1,96,2,1,1,211
1392,14688.0,1702.06,12,29,4,4,2,442
1393,14690.0,358.61,3,34,3,2,1,321
1394,14691.0,1674.73,4,20,4,2,2,422
1395,14692.0,111.25,1,127,1,1,1,111
1396,14696.0,899.0799999999999,4,61,3,2,2,322
1397,14698.0,1093.6,4,5,4,2,2,422
1398,14700.0,1513.75,2,22,4,1,2,412
1399,14701.0,792.1699999999998,5,0,4,3,2,432
1400,14702.0,1698.9099999999999,10,8,4,4,2,442
1401,14703.0,318.1699999999999,1,4,4,1,1,411
1402,14704.0,1546.91,9,1,4,4,2,442
1403,14708.0,282.12,1,144,1,1,1,111
1404,14709.0,3310.9000000000005,9,5,4,4,3,443
1405,14710.0,606.13,4,4,4,2,1,421
1406,14711.0,1424.9599999999998,6,0,4,3,2,432
1407,14712.0,917.0700000000002,3,19,4,2,2,422
1408,14713.0,1464.33,5,-1,4,3,2,432
1409,14714.0,160.19,1,14,4,1,1,411
1410,14715.0,619.93,2,14,4,1,1,411
1411,14716.0,329.68,2,33,3,1,1,311
1412,14719.0,962.2999999999995,4,0,4,2,2,422
1413,14720.0,401.13,2,79,2,1,1,211
1414,14722.0,187.91999999999996,1,137,1,1,1,111
1415,14723.0,687.2999999999997,3,0,4,2,1,421
1416,14725.0,718.08,1,14,4,1,1,411
1417,14730.0,1204.5299999999997,4,55,3,2,2,322
1418,14731.0,129.0,1,37,3,1,1,311
1419,14732.0,1241.75,6,11,4,3,2,432
1420,14733.0,1641.1800000000003,6,-1,4,3,2,432
1422,14737.0,647.75,1,118,2,1,1,211
1423,14738.0,764.2499999999999,5,29,4,3,1,431
1424,14739.0,2059.7,3,9,4,2,3,423
1426,14741.0,905.04,4,1,4,2,2,422
1427,14744.0,171.95,2,6,4,1,1,411
1428,14745.0,979.6600000000001,4,102,2,2,2,222
1429,14748.0,644.62,2,19,4,1,1,411
1430,14752.0,389.63999999999993,1,33,3,1,1,311
1431,14753.0,563.15,1,77,2,1,1,211
1432,14754.0,409.78,1,34,3,1,1,311
1433,14755.0,3147.7700000000004,7,-1,4,3,3,433
1434,14756.0,738.9599999999998,1,5,4,1,1,411
1435,14757.0,420.5,1,65,3,1,1,311
1436,14758.0,277.12000000000006,1,134,1,1,1,111
1437,14759.0,298.6,1,102,2,1,1,211
1438,14761.0,158.39999999999998,1,48,3,1,1,311
1439,14764.0,250.55,2,33,3,1,1,311
1440,14765.0,254.10999999999999,3,19,4,2,1,421
1441,14766.0,884.6400000000001,2,70,3,1,2,312
1442,14768.0,139.50000000000003,3,7,4,2,1,421
1443,14769.0,4472.4299999999985,5,67,3,3,4,334
1444,14772.0,139.26,1,102,2,1,1,211
1445,14775.0,605.34,2,48,3,1,1,311
1446,14776.0,1120.98,10,41,3,4,2,342
1447,14778.0,396.80999999999995,1,117,2,1,1,211
1448,14780.0,447.6799999999999,2,44,3,1,1,311
1449,14784.0,175.31,1,16,4,1,1,411
1450,14785.0,77.4,2,0,4,1,1,411
1451,14788.0,368.45,1,16,4,1,1,411
1452,14789.0,197.64000000000001,1,18,4,1,1,411
1453,14790.0,592.9,3,6,4,2,1,421
1455,14793.0,228.99,1,11,4,1,1,411
1456,14794.0,421.61,3,-1,4,2,1,421
1457,14795.0,131.45,1,156,1,1,1,111
1458,14796.0,4048.5500000000006,12,12,4,4,4,444
1459,14798.0,98.06,2,42,3,1,1,311
1460,14799.0,157.7,1,41,3,1,1,311
1461,14800.0,1139.99,7,37,3,3,2,332
1462,14801.0,193.1399999999999,1,51,3,1,1,311
1463,14803.0,114.76000000000002,1,152,1,1,1,111
1464,14805.0,445.4,3,5,4,2,1,421
1465,14806.0,193.39000000000004,1,65,3,1,1,311
1467,14810.0,809.1800000000001,3,30,4,2,2,422
1468,14815.0,778.5,2,26,4,1,1,411
1469,14818.0,539.55,2,63,3,1,1,311
1470,14819.0,187.35,1,54,3,1,1,311
1471,14820.0,507.29,4,11,4,2,1,421
1472,14823.0,110.78000000000002,1,170,1,1,1,111
1473,14824.0,1127.71,4,0,4,2,2,422
1474,14825.0,1099.95,6,5,4,3,2,432
1475,14829.0,312.22,2,19,4,1,1,411
1476,14830.0,197.13,1,43,3,1,1,311
1477,14834.0,1469.1100000000001,6,7,4,3,2,432
1478,14836.0,102.44999999999999,3,0,4,2,1,421
1479,14837.0,1148.9399999999998,4,79,2,2,2,222
1480,14841.0,1513.91,3,43,3,2,2,322
1481,14842.0,2441.8000000000006,6,25,4,3,3,433
1482,14844.0,2315.26,3,53,3,2,3,323
1483,14847.0,309.4,1,138,1,1,1,111
1485,14851.0,305.21999999999997,1,13,4,1,1,411
1486,14852.0,2346.2900000000004,5,48,3,3,3,333
1487,14853.0,261.3,1,14,4,1,1,411
1488,14854.0,1558.56,5,68,3,3,2,332
1489,14855.0,645.65,2,109,2,1,1,211
1490,14856.0,1311.38,3,26,4,2,2,422
1491,14857.0,1165.6499999999999,3,49,3,2,2,322
1492,14859.0,1056.8799999999997,3,2,4,2,2,422
1493,14860.0,170.32000000000002,1,9,4,1,1,411
1494,14861.0,125.79000000000002,1,42,3,1,1,311
1495,14862.0,841.2,2,15,4,1,2,412
1496,14863.0,266.76,1,19,4,1,1,411
1498,14867.0,96.14,1,175,1,1,1,111
1499,14868.0,2110.22,7,11,4,3,3,433
1500,14869.0,391.30999999999995,1,93,2,1,1,211
1501,14871.0,106.15000000000002,1,168,1,1,1,111
1502,14875.0,1090.6199999999997,3,-1,4,2,2,422
1503,14878.0,633.8,5,2,4,3,1,431
1504,14880.0,576.99,2,67,3,1,1,311
1505,14881.0,255.4,1,9,4,1,1,411
1506,14882.0,589.7,2,16,4,1,1,411
1507,14883.0,446.08,6,8,4,3,1,431
1508,14885.0,765.3199999999999,1,121,2,1,1,211
1510,14891.0,554.38,2,138,1,1,1,111
1511,14893.0,1237.8500000000004,2,-1,4,1,2,412
1512,14894.0,655.7499999999999,1,75,2,1,1,211
1514,14897.0,570.82,2,42,3,1,1,311
1515,14898.0,692.5899999999999,2,13,4,1,1,411
1516,14901.0,924.24,6,1,4,3,2,432
1517,14902.0,314.11,2,11,4,1,1,411
1518,14903.0,986.0499999999998,4,11,4,2,2,422
1519,14904.0,396.9599999999999,1,15,4,1,1,411
1520,14905.0,291.34999999999997,2,144,1,1,1,111
1521,14907.0,2043.0500000000002,5,13,4,3,3,433
1522,14908.0,277.79999999999995,1,64,3,1,1,311
1523,14910.0,279.06,6,15,4,3,1,431
1525,14912.0,358.73,2,6,4,1,1,411
1526,14913.0,611.5999999999999,2,25,4,1,1,411
1527,14915.0,116.55000000000001,2,75,2,1,1,211
1528,14916.0,969.79,4,60,3,2,2,322
1529,14918.0,1610.15,2,105,2,1,2,212
1530,14921.0,413.06,1,20,4,1,1,411
1531,14923.0,749.0999999999998,1,40,3,1,1,311
1532,14929.0,223.88,1,22,4,1,1,411
1533,14930.0,1268.7299999999996,2,98,2,1,2,212
1534,14931.0,473.28000000000003,2,12,4,1,1,411
1535,14934.0,1060.0000000000002,2,62,3,1,2,312
1536,14936.0,6541.060000000001,8,-1,4,4,4,444
1537,14937.0,1617.63,4,46,3,2,2,322
1538,14944.0,4558.22,9,19,4,4,4,444
1539,14946.0,100.9,1,4,4,1,1,411
1540,14947.0,290.82,2,62,3,1,1,311
1541,14948.0,788.1700000000001,6,13,4,3,1,431
1542,14950.0,371.2,1,9,4,1,1,411
1543,14951.0,311.69000000000005,1,69,3,1,1,311
1544,14952.0,4507.4800000000005,6,36,3,3,4,334
1545,14953.0,289.82,1,15,4,1,1,411
1546,14954.0,336.16999999999985,1,2,4,1,1,411
1547,14958.0,289.03,2,137,1,1,1,111
1548,14959.0,262.59000000000003,3,49,3,2,1,321
1549,14960.0,88.3,1,161,1,1,1,111
1550,14961.0,3865.0200000000004,4,0,4,2,4,424
1551,14963.0,1487.8,5,-1,4,3,2,432
1552,14965.0,598.9999999999999,2,86,2,1,1,211
1553,14966.0,191.3199999999999,1,4,4,1,1,411
1554,14967.0,463.8,1,39,3,1,1,311
1555,14968.0,147.59,1,20,4,1,1,411
1556,14970.0,809.8100000000001,2,58,3,1,2,312
1557,14971.0,1116.5699999999997,3,25,4,2,2,422
1558,14972.0,114.77000000000002,1,118,2,1,1,211
1559,14973.0,659.85,2,97,2,1,1,211
1560,14974.0,114.39,1,27,4,1,1,411
1561,14975.0,279.94,1,47,3,1,1,311
1562,14976.0,340.6,4,47,3,2,1,321
1563,14978.0,394.1399999999999,1,62,3,1,1,311
1564,14984.0,213.27,2,9,4,1,1,411
1565,14987.0,163.2,1,5,4,1,1,411
1566,14995.0,113.91999999999999,1,28,4,1,1,411
1567,14997.0,540.98,4,36,3,2,1,321
1568,14998.0,246.23000000000002,1,160,1,1,1,111
1569,15000.0,490.52,1,37,3,1,1,311
1570,15002.0,494.1700000000002,1,105,2,1,1,211
1571,15004.0,1246.3199999999995,1,137,1,1,2,112
1573,15006.0,502.08999999999975,1,41,3,1,1,311
1574,15007.0,156.91000000000003,1,149,1,1,1,111
1575,15009.0,1261.7799999999997,3,2,4,2,2,422
1576,15010.0,308.94000000000005,1,25,4,1,1,411
1577,15012.0,231.98000000000002,1,43,3,1,1,311
1578,15014.0,260.16999999999996,2,33,3,1,1,311
1579,15016.0,170.04,1,162,1,1,1,111
1580,15017.0,125.58000000000003,1,23,4,1,1,411
1581,15018.0,204.87,1,28,4,1,1,411
1582,15021.0,987.7599999999996,5,16,4,3,2,432
1583,15022.0,905.0399999999998,4,1,4,2,2,422
1584,15023.0,3213.7900000000004,7,29,4,3,3,433
1585,15024.0,973.2400000000001,7,-1,4,3,2,432
1586,15025.0,377.01,1,23,4,1,1,411
1587,15026.0,238.22000000000003,1,70,3,1,1,311
1588,15027.0,412.0299999999999,2,20,4,1,1,411
1589,15028.0,326.46,2,32,3,1,1,311
1590,15030.0,365.52,1,61,3,1,1,311
1591,15031.0,341.78000000000003,2,20,4,1,1,411
1592,15033.0,1234.08,7,15,4,3,2,432
1593,15034.0,1622.0799999999997,5,5,4,3,2,432
1594,15035.0,252.72999999999996,1,79,2,1,1,211
1595,15036.0,465.54999999999984,3,62,3,2,1,321
1596,15038.0,264.23,4,33,3,2,1,321
1598,15041.0,180.35000000000002,1,160,1,1,1,111
1599,15043.0,537.0,1,21,4,1,1,411
1600,15044.0,3184.9499999999994,7,9,4,3,3,433
1601,15045.0,346.76,1,141,1,1,1,111
1602,15046.0,2746.5499999999997,8,-1,4,4,3,443
1603,15048.0,124.12,3,55,3,2,1,321
1604,15050.0,1727.1700000000003,5,15,4,3,2,432
1605,15051.0,1391.6100000000001,3,13,4,2,2,422
1606,15053.0,255.95,1,146,1,1,1,111
1607,15054.0,302.0999999999999,2,2,4,1,1,411
1608,15058.0,1384.23,6,15,4,3,2,432
1609,15059.0,763.75,6,30,4,3,1,431
1610,15060.0,286.47999999999996,3,-1,4,2,1,421
1612,15062.0,173.82,1,61,3,1,1,311
1613,15065.0,1751.7299999999998,2,27,4,1,2,412
1614,15066.0,760.59,2,21,4,1,1,411
1615,15067.0,896.71,2,68,3,1,2,312
1616,15068.0,313.40000000000003,1,36,3,1,1,311
1617,15069.0,1109.5300000000007,1,169,1,1,2,112
1618,15071.0,393.4,1,83,2,1,1,211
1619,15073.0,612.4300000000001,4,-1,4,2,1,421
1620,15074.0,748.8700000000002,1,95,2,1,1,211
1621,15075.0,773.0300000000002,1,67,3,1,1,311
1622,15076.0,880.8500000000004,1,162,1,1,2,112
1624,15081.0,256.75,3,12,4,2,1,421
1625,15088.0,1140.27,3,11,4,2,2,422
1626,15089.0,2420.8400000000006,6,0,4,3,3,433
1627,15091.0,476.96,2,43,3,1,1,311
1628,15093.0,1200.34,2,8,4,1,2,412
1629,15095.0,594.2,4,93,2,2,1,221
1630,15096.0,219.39,1,32,3,1,1,311
1631,15098.0,649.5,5,172,1,3,1,131
1632,15099.0,410.48,1,74,2,1,1,211
1633,15103.0,703.36,2,21,4,1,1,411
1635,15105.0,2298.9300000000003,7,8,4,3,3,433
1636,15106.0,629.28,5,7,4,3,1,431
1637,15108.0,1100.35,4,131,1,2,2,122
1638,15110.0,809.1,5,13,4,3,2,432
1639,15111.0,1278.98,2,19,4,1,2,412
1640,15113.0,3439.4100000000003,4,-1,4,2,3,423
1641,15114.0,2042.6499999999996,7,20,4,3,3,433
1642,15115.0,340.11000000000007,1,8,4,1,1,411
1643,15116.0,873.0999999999999,3,7,4,2,2,422
1644,15117.0,1237.73,5,4,4,3,2,432
1645,15118.0,244.8,1,124,2,1,1,211
1646,15120.0,343.8199999999999,2,119,2,1,1,211
1647,15121.0,162.57,1,40,3,1,1,311
1648,15122.0,701.07,2,75,2,1,1,211
1649,15124.0,184.19,2,12,4,1,1,411
1651,15127.0,406.53000000000003,1,55,3,1,1,311
1652,15128.0,970.4999999999998,4,50,3,2,2,322
1653,15129.0,2327.02,7,40,3,3,3,333
1654,15130.0,330.11,1,159,1,1,1,111
1655,15132.0,488.05999999999995,3,8,4,2,1,421
1656,15133.0,324.52000000000004,1,117,2,1,1,211
1657,15134.0,1148.5400000000002,6,4,4,3,2,432
1658,15136.0,1025.5500000000002,3,12,4,2,2,422
1659,15140.0,1222.55,5,42,3,3,2,332
1660,15142.0,498.74,1,36,3,1,1,311
1661,15144.0,4359.52,11,14,4,4,4,444
1662,15145.0,312.34,1,33,3,1,1,311
1663,15146.0,492.94,1,154,1,1,1,111
1664,15148.0,301.28999999999996,1,0,4,1,1,411
1665,15149.0,520.8,1,123,2,1,1,211
1666,15150.0,4802.72,10,7,4,4,4,444
1668,15153.0,329.25,1,21,4,1,1,411
1669,15154.0,240.26999999999995,2,64,3,1,1,311
1670,15156.0,317.79999999999995,1,23,4,1,1,411
1671,15157.0,383.58,2,113,2,1,1,211
1672,15158.0,401.4000000000001,1,35,3,1,1,311
1674,15163.0,149.47000000000003,1,8,4,1,1,411
1675,15164.0,474.8699999999999,1,58,3,1,1,311
1676,15168.0,106.56,1,15,4,1,1,411
1677,15172.0,721.75,2,60,3,1,1,311
1678,15175.0,224.14000000000007,1,61,3,1,1,311
1679,15179.0,747.5799999999999,3,8,4,2,1,421
1680,15181.0,389.48,2,56,3,1,1,311
1681,15182.0,252.37000000000006,1,144,1,1,1,111
1682,15184.0,406.76,2,19,4,1,1,411
1683,15185.0,310.62000000000006,1,60,3,1,1,311
1684,15186.0,411.40999999999997,2,4,4,1,1,411
1687,15192.0,729.32,2,109,2,1,1,211
1688,15193.0,499.32,1,50,3,1,1,311
1689,15194.0,3232.2,8,21,4,4,3,443
1690,15197.0,306.35999999999996,1,0,4,1,1,411
1691,15198.0,193.64,2,82,2,1,1,211
1692,15199.0,611.55,2,49,3,1,1,311
1693,15201.0,337.34999999999997,7,68,3,3,1,331
1694,15203.0,1134.9,4,15,4,2,2,422
1695,15205.0,648.8299999999999,3,75,2,2,1,221
1696,15206.0,402.6,3,0,4,2,1,421
1697,15208.0,594.62,4,21,4,2,1,421
1698,15211.0,511.34000000000003,1,50,3,1,1,311
1699,15214.0,1017.75,6,0,4,3,2,432
1700,15215.0,656.79,4,34,3,2,1,321
1701,15216.0,96.6,1,77,2,1,1,211
1702,15218.0,3999.6300000000006,8,0,4,4,4,444
1703,15219.0,305.75,1,166,1,1,1,111
1704,15220.0,920.77,3,41,3,2,2,322
1705,15227.0,342.5799999999999,2,26,4,1,1,411
1706,15228.0,2472.11,4,56,3,2,3,323
1707,15232.0,612.06,2,103,2,1,1,211
1708,15237.0,235.07,1,68,3,1,1,311
1709,15238.0,1056.5400000000002,5,19,4,3,2,432
1710,15239.0,764.34,3,0,4,2,1,421
1711,15240.0,1077.47,3,34,3,2,2,322
1712,15241.0,791.04,5,56,3,3,2,332
1713,15243.0,316.68,1,64,3,1,1,311
1714,15244.0,333.63000000000005,1,55,3,1,1,311
1715,15245.0,1264.3600000000001,2,124,2,1,2,212
1716,15247.0,356.0,1,112,2,1,1,211
1717,15249.0,3824.4400000000005,9,21,4,4,4,444
1718,15251.0,6281.34,12,-1,4,4,4,444
1719,15252.0,740.78,2,26,4,1,1,411
1720,15253.0,915.3000000000001,6,6,4,3,2,432
1721,15254.0,300.36000000000007,1,117,2,1,1,211
1722,15255.0,890.8499999999999,1,56,3,1,2,312
1723,15256.0,98.45,1,138,1,1,1,111
1724,15258.0,307.5,1,158,1,1,1,111
1725,15260.0,898.1700000000001,4,90,2,2,2,222
1726,15261.0,254.82000000000002,1,125,2,1,1,211
1727,15263.0,156.50999999999996,1,96,2,1,1,211
1728,15264.0,393.74000000000007,1,54,3,1,1,311
1729,15265.0,793.8799999999999,1,141,1,1,2,112
1730,15267.0,1717.36,5,12,4,3,2,432
1731,15269.0,408.8,1,13,4,1,1,411
1732,15270.0,1025.85,4,5,4,2,2,422
1733,15271.0,1558.1299999999999,10,16,4,4,2,442
1734,15272.0,721.9399999999999,2,47,3,1,1,311
1735,15274.0,383.98999999999995,1,8,4,1,1,411
1736,15275.0,609.1899999999998,2,21,4,1,1,411
1737,15276.0,135.31000000000003,1,56,3,1,1,311
1738,15277.0,255.89999999999998,1,36,3,1,1,311
1739,15280.0,113.12,1,162,1,1,1,111
1740,15281.0,376.84000000000003,4,48,3,2,1,321
1741,15286.0,240.55,1,39,3,1,1,311
1742,15287.0,485.24,3,12,4,2,1,421
1743,15288.0,682.52,2,33,3,1,1,311
1744,15289.0,559.6500000000001,3,19,4,2,1,421
1745,15290.0,4280.14,8,21,4,4,4,444
1746,15291.0,1980.01,7,15,4,3,3,433
1747,15296.0,1832.4999999999998,8,34,3,4,2,342
1748,15297.0,635.0400000000001,4,0,4,2,1,421
1749,15298.0,2223.4400000000005,9,0,4,4,3,443
1750,15299.0,1424.0,5,57,3,3,2,332
1751,15300.0,496.4399999999999,1,54,3,1,1,311
